judge,run,fixture,metric,judge_pass,score,error,err_msg
qwen3-5-2b,run3,correct_but_padded,Faithfulness,1.0,0.8888888888888888,False,
qwen3-5-2b,run3,correct_but_padded,AnswerRelevancy,1.0,1.0,False,
qwen3-5-2b,run3,correct_but_padded,ContextualRelevancy,1.0,1.0,False,
qwen3-5-2b,run3,correct_but_padded,Completeness,1.0,0.9,False,
qwen3-5-2b,run3,correct_but_padded,Informativeness,1.0,1.0,False,
qwen3-5-2b,run3,deep_multi_entity_reasoning,Faithfulness,0.0,0.65,False,
qwen3-5-2b,run3,deep_multi_entity_reasoning,AnswerRelevancy,1.0,0.9166666666666666,False,
qwen3-5-2b,run3,deep_multi_entity_reasoning,ContextualRelevancy,1.0,0.8333333333333334,False,
qwen3-5-2b,run3,deep_multi_entity_reasoning,Completeness,1.0,1.0,False,
qwen3-5-2b,run3,deep_multi_entity_reasoning,Informativeness,1.0,0.95,False,
qwen3-5-2b,run3,correct_wrong_language,Faithfulness,1.0,1.0,False,
qwen3-5-2b,run3,correct_wrong_language,AnswerRelevancy,1.0,1.0,False,
qwen3-5-2b,run3,correct_wrong_language,ContextualRelevancy,1.0,1.0,False,
qwen3-5-2b,run3,correct_wrong_language,Completeness,1.0,1.0,False,
qwen3-5-2b,run3,correct_wrong_language,Informativeness,1.0,1.0,False,
qwen3-5-2b,run3,refusal_answer,Faithfulness,0.0,0.0,False,
qwen3-5-2b,run3,refusal_answer,AnswerRelevancy,1.0,1.0,False,
qwen3-5-2b,run3,refusal_answer,ContextualRelevancy,1.0,1.0,False,
qwen3-5-2b,run3,refusal_answer,Completeness,0.0,0.0,False,
qwen3-5-2b,run3,refusal_answer,Informativeness,0.0,0.0,False,
qwen3-5-2b,run3,complex_technical_comparison,Faithfulness,1.0,1.0,False,
qwen3-5-2b,run3,complex_technical_comparison,AnswerRelevancy,1.0,1.0,False,
qwen3-5-2b,run3,complex_technical_comparison,ContextualRelevancy,0.0,0.3333333333333333,False,
qwen3-5-2b,run3,complex_technical_comparison,Completeness,1.0,1.0,False,
qwen3-5-2b,run3,complex_technical_comparison,Informativeness,1.0,1.0,False,
qwen3-5-2b,run3,nuanced_ambiguous,Faithfulness,0.0,0.5,False,
qwen3-5-2b,run3,nuanced_ambiguous,AnswerRelevancy,1.0,1.0,False,
qwen3-5-2b,run3,nuanced_ambiguous,ContextualRelevancy,0.0,0.25,False,
qwen3-5-2b,run3,nuanced_ambiguous,Completeness,1.0,0.8,False,
qwen3-5-2b,run3,nuanced_ambiguous,Informativeness,0.0,0.0,False,
qwen3-5-2b,run3,unfaithful_extrapolation,Faithfulness,1.0,1.0,False,
qwen3-5-2b,run3,unfaithful_extrapolation,AnswerRelevancy,1.0,1.0,False,
qwen3-5-2b,run3,unfaithful_extrapolation,ContextualRelevancy,1.0,1.0,False,
qwen3-5-2b,run3,unfaithful_extrapolation,Completeness,1.0,0.75,False,
qwen3-5-2b,run3,unfaithful_extrapolation,Informativeness,1.0,1.0,False,
qwen3-5-2b,run3,vague_answer,Faithfulness,1.0,1.0,False,
qwen3-5-2b,run3,vague_answer,AnswerRelevancy,0.0,0.6666666666666666,False,
qwen3-5-2b,run3,vague_answer,ContextualRelevancy,1.0,1.0,False,
qwen3-5-2b,run3,vague_answer,Completeness,1.0,1.0,False,
qwen3-5-2b,run3,vague_answer,Informativeness,0.0,0.0,False,
qwen3-5-2b,run3,subtle_restatement_different_framing,Faithfulness,1.0,0.75,False,
qwen3-5-2b,run3,subtle_restatement_different_framing,AnswerRelevancy,1.0,0.75,False,
qwen3-5-2b,run3,subtle_restatement_different_framing,ContextualRelevancy,1.0,1.0,False,
qwen3-5-2b,run3,subtle_restatement_different_framing,Completeness,1.0,1.0,False,
qwen3-5-2b,run3,subtle_restatement_different_framing,Informativeness,1.0,1.0,False,
qwen3-5-2b,run3,math_notation_heavy,Faithfulness,0.0,0.0,False,
qwen3-5-2b,run3,math_notation_heavy,AnswerRelevancy,1.0,1.0,False,
qwen3-5-2b,run3,math_notation_heavy,ContextualRelevancy,1.0,1.0,False,
qwen3-5-2b,run3,math_notation_heavy,Completeness,1.0,1.0,False,
qwen3-5-2b,run3,math_notation_heavy,Informativeness,1.0,1.0,False,
qwen3-5-2b,run3,prompt_injection_leak,Faithfulness,1.0,1.0,False,
qwen3-5-2b,run3,prompt_injection_leak,AnswerRelevancy,1.0,1.0,False,
qwen3-5-2b,run3,prompt_injection_leak,ContextualRelevancy,0.0,0.375,False,
qwen3-5-2b,run3,prompt_injection_leak,Completeness,0.0,0.5,False,
qwen3-5-2b,run3,prompt_injection_leak,Informativeness,1.0,0.9,False,
qwen3-5-2b,run3,empty_output,Faithfulness,1.0,1.0,False,
qwen3-5-2b,run3,empty_output,AnswerRelevancy,1.0,1.0,False,
qwen3-5-2b,run3,empty_output,ContextualRelevancy,1.0,1.0,False,
qwen3-5-2b,run3,empty_output,Completeness,0.0,0.0,False,
qwen3-5-2b,run3,empty_output,Informativeness,0.0,0.0,False,
qwen3-5-2b,run3,hallucinated_source,Faithfulness,,,True,"ValidationError: 1 validation error for Verdicts
  Input should be an object [type=model_type, input_value=[{'verdict': 'yes'}], input_type=list]
    For further information vis"
qwen3-5-2b,run3,hallucinated_source,AnswerRelevancy,,,True,"ValidationError: 1 validation error for Verdicts
  Input should be an object [type=model_type, input_value=[{'verdict': 'yes'}], input_type=list]
    For further information vis"
qwen3-5-2b,run3,hallucinated_source,ContextualRelevancy,,,True,"ValidationError: 1 validation error for Verdicts
  Input should be an object [type=model_type, input_value=[{'verdict': 'yes'}], input_type=list]
    For further information vis"
qwen3-5-2b,run3,hallucinated_source,Completeness,,,True,"ValidationError: 1 validation error for Verdicts
  Input should be an object [type=model_type, input_value=[{'verdict': 'yes'}], input_type=list]
    For further information vis"
qwen3-5-2b,run3,hallucinated_source,Informativeness,,,True,"ValidationError: 1 validation error for Verdicts
  Input should be an object [type=model_type, input_value=[{'verdict': 'yes'}], input_type=list]
    For further information vis"
qwen3-5-2b,run3,partial_answer,Faithfulness,1.0,1.0,False,
qwen3-5-2b,run3,partial_answer,AnswerRelevancy,1.0,1.0,False,
qwen3-5-2b,run3,partial_answer,ContextualRelevancy,1.0,1.0,False,
qwen3-5-2b,run3,partial_answer,Completeness,1.0,0.8,False,
qwen3-5-2b,run3,partial_answer,Informativeness,1.0,1.0,False,
qwen3-5-2b,run3,fabricated_statistics,Faithfulness,1.0,0.75,False,
qwen3-5-2b,run3,fabricated_statistics,AnswerRelevancy,1.0,1.0,False,
qwen3-5-2b,run3,fabricated_statistics,ContextualRelevancy,1.0,1.0,False,
qwen3-5-2b,run3,fabricated_statistics,Completeness,1.0,0.8,False,
qwen3-5-2b,run3,fabricated_statistics,Informativeness,1.0,1.0,False,
